id,name,category,price_tier,neighborhoods,opening_hour,closing_hour,average_rating ,good_for_kids
887,Chatterbridge,Japanese,expensive,upper west side,10:59,20:00,2,true
888,Agivu,Japanese,cheap,down town,10:59,20:00,2,false
889,Thoughtmix,American,cheap,down town,10:59,20:00,2,false
890,Photobug,Japanese,medium,upper west side,10:59,20:00,2,false
891,Skajo,Japanese,medium,soho,10:59,20:00,3,false
892,Browsetype,Indian,expensive,soho,10:59,20:00,2,true
893,Skyvu,Japanese,expensive,soho,10:59,20:00,3,false
894,Skipfire,Japanese,expensive,midtown,10:59,20:00,3,false
895,Photobean,Japanese,medium,upper west side,10:59,20:00,1,false
896,Devbug,Indian,medium,midtown,10:59,20:00,4,false
897,Wikido,Indian,medium,upper west side,10:59,20:00,5,true
898,Thoughtbeat,Chinese,medium,upper east side,10:59,20:00,1,false
899,Thoughtstorm,Japanese,cheap,soho,10:59,20:00,1,true
900,Edgeblab,Indian,medium,soho,10:59,20:00,1,false
901,InnoZ,Indian,expensive,midtown,10:59,20:00,4,false
902,Gigazoom,Indian,expensive,upper west side,10:59,20:00,5,true
903,Tazz,Chinese,cheap,down town,10:59,20:00,3,false
904,Miboo,Indian,expensive,upper west side,10:59,20:00,1,true
905,Jabberbean,Japanese,expensive,down town,10:59,20:00,2,false
906,Flipbug,Indian,medium,soho,10:59,20:00,4,false
907,Edgeclub,American,cheap,upper west side,10:59,20:00,1,true
908,Wordware,Chinese,cheap,midtown,10:59,20:00,3,false
909,Thoughtmix,Japanese,cheap,midtown,10:59,20:00,2,false
910,Skilith,Chinese,cheap,down town,10:59,20:00,5,true
911,Tanoodle,Japanese,medium,midtown,10:59,20:00,4,true
912,Feedfish,Chinese,cheap,upper west side,10:59,20:00,2,false
913,Thoughtbeat,Chinese,cheap,upper west side,10:59,20:00,5,false
914,Twiyo,Chinese,medium,upper east side,10:59,20:00,1,true
915,Blogspan,American,cheap,upper east side,10:59,20:00,3,true
916,Wikivu,Japanese,medium,upper west side,10:59,20:00,5,true
917,Realbridge,Chinese,cheap,upper west side,10:59,20:00,3,false
918,Pixonyx,Chinese,medium,upper west side,10:59,20:00,4,false
919,Babbleblab,American,expensive,upper east side,10:59,20:00,5,false
920,Zoombeat,Indian,cheap,midtown,10:59,20:00,2,true
921,Voomm,American,expensive,soho,10:59,20:00,5,true
922,Zoombeat,Chinese,expensive,soho,10:59,20:00,1,false
923,Shufflebeat,Chinese,medium,upper east side,10:59,20:00,2,true
924,Chatterpoint,American,medium,upper east side,10:59,20:00,3,false
925,Meezzy,Japanese,medium,down town,10:59,20:00,4,false
926,Linklinks,Indian,expensive,upper east side,10:59,20:00,3,false
927,Eabox,Japanese,cheap,upper west side,10:59,20:00,3,false
928,Quire,Japanese,expensive,upper east side,10:59,20:00,3,false
929,Skinix,Chinese,medium,soho,10:59,20:00,5,false
930,Jayo,American,cheap,midtown,10:59,20:00,5,false
931,Thoughtstorm,American,cheap,midtown,10:59,20:00,2,true
932,Avamba,Indian,expensive,down town,10:59,20:00,4,false
933,Voolith,Indian,medium,midtown,10:59,20:00,2,true
934,Tavu,American,cheap,upper west side,10:59,20:00,1,true
935,Edgeclub,Chinese,expensive,down town,10:59,20:00,5,false
936,Oyope,Japanese,medium,midtown,10:59,20:00,5,true
937,Linkbuzz,Japanese,expensive,midtown,10:59,20:00,2,false
938,Meemm,Chinese,medium,down town,10:59,20:00,2,true
939,Youspan,Japanese,expensive,down town,10:59,20:00,5,true
940,Voolith,Indian,expensive,down town,10:59,20:00,3,false
941,Buzzshare,Japanese,cheap,upper west side,10:59,20:00,1,false
942,Dynabox,American,expensive,upper west side,10:59,20:00,3,true
943,Meetz,Japanese,expensive,midtown,10:59,20:00,3,false
944,Lazzy,American,cheap,midtown,10:59,20:00,4,false
945,Eimbee,American,medium,midtown,10:59,20:00,5,false
946,Flipbug,Chinese,cheap,upper east side,10:59,20:00,4,true
947,Cogilith,Chinese,expensive,midtown,10:59,20:00,2,false
948,Youspan,Chinese,expensive,soho,10:59,20:00,5,true
949,Avavee,Indian,expensive,down town,10:59,20:00,4,false
950,Livetube,American,expensive,upper west side,10:59,20:00,2,false
951,Zoombeat,American,expensive,down town,10:59,20:00,1,true
952,Dabjam,Chinese,cheap,upper west side,10:59,20:00,4,true
953,Roomm,American,expensive,down town,10:59,20:00,5,true
954,Yakitri,Chinese,medium,midtown,10:59,20:00,2,true
955,Skippad,Chinese,medium,soho,10:59,20:00,5,true
956,Devpulse,Chinese,expensive,down town,10:59,20:00,1,true
957,Feedfish,Japanese,medium,upper east side,10:59,20:00,5,false
958,Yakitri,Japanese,cheap,upper west side,10:59,20:00,4,false
959,Edgepulse,American,cheap,upper east side,10:59,20:00,4,false
960,Mudo,Japanese,cheap,upper west side,10:59,20:00,1,false
961,Mydeo,Japanese,medium,upper west side,10:59,20:00,4,false
962,Oloo,American,cheap,upper west side,10:59,20:00,3,true
963,Flipstorm,Japanese,expensive,upper east side,10:59,20:00,4,false
964,Devshare,Chinese,expensive,midtown,10:59,20:00,5,true
965,Jaxspan,Japanese,expensive,upper west side,10:59,20:00,2,true
966,Quimba,American,cheap,upper east side,10:59,20:00,4,true
967,Latz,Japanese,medium,soho,10:59,20:00,2,false
968,Youbridge,Indian,expensive,midtown,10:59,20:00,5,true
969,Vidoo,Japanese,expensive,midtown,10:59,20:00,2,false
970,Pixonyx,Indian,medium,upper west side,10:59,20:00,3,false
971,Ooba,Indian,cheap,soho,10:59,20:00,3,false
972,Voonyx,American,medium,upper east side,10:59,20:00,2,false
973,Kaymbo,American,medium,midtown,10:59,20:00,4,false
974,Chatterbridge,American,cheap,soho,10:59,20:00,4,false
975,Babblestorm,American,cheap,upper east side,10:59,20:00,1,true
976,Wikibox,Japanese,expensive,midtown,10:59,20:00,1,false
977,Quinu,Chinese,cheap,upper west side,10:59,20:00,4,false
978,Twitterworks,American,cheap,upper west side,10:59,20:00,4,false
979,Vitz,American,cheap,midtown,10:59,20:00,5,true
980,JumpXS,Japanese,expensive,soho,10:59,20:00,4,true
981,Skajo,American,medium,down town,10:59,20:00,4,false
982,Trunyx,American,medium,upper west side,10:59,20:00,2,false
983,Topicshots,American,expensive,down town,10:59,20:00,1,false
984,Thoughtbeat,Chinese,medium,soho,10:59,20:00,1,true
985,Cogilith,American,cheap,down town,10:59,20:00,4,true
986,InnoZ,American,cheap,down town,11:00,20:00,4,false
987,Janyx,Japanese,medium,down town,10:59,20:00,4,true
988,Photobug,Japanese,medium,upper west side,10:59,20:00,5,true
989,Centidel,American,cheap,soho,10:59,20:00,5,true
990,Tagchat,Japanese,medium,midtown,10:59,20:00,5,false
991,Brightbean,American,expensive,upper west side,10:59,20:00,3,true
992,Dazzlesphere,Japanese,cheap,midtown,10:59,20:00,2,true
993,Voolia,American,cheap,midtown,10:59,20:00,5,false
994,Bubblebox,Japanese,medium,upper west side,10:59,20:00,3,false
995,Tagcat,Japanese,expensive,soho,10:59,20:00,4,true
996,Trudoo,Japanese,cheap,upper west side,10:59,20:00,3,false
997,Fatz,Japanese,cheap,upper east side,10:59,20:00,5,false
998,Browsezoom,Chinese,cheap,midtown,10:59,20:00,3,false
999,Cogilith,Indian,medium,upper west side,10:59,20:00,2,true
1000,Meevee,Japanese,expensive,down town,10:59,20:00,5,false
